Review,Fake
"What a disappointment this hotel was. First, the checkin desk was understaffed and we had to wait forever to get through the line to check in. When we finally got up to our room, we opened the door and found someone else was already in it! Yes, the front desk clerk actually checked us into an occupied room and basically gave us a key to someone else's room. We went back to the clerk who checked us in (skipping the still present line, which got us annoyed stares from the other people waiting) and told him the problem. However, he was already helping another guest checkin and made us wait until he was done with that person before helping us. He did apologize for the mix up and then went into the back room to find out what to do. This took a *very* long time. It was a good 10-15 minutes until he came back. He said there were no more rooms available of the type we had booked and the only ones they had left were on a lower floor with no view. The hotel offered us a discount off the regular price for these, but when we got to this new room, we found out why these rooms hadn't been taken. The room was overlooking the loading dock at the back of the hotel. We briefly considered just leaving and going to another hotel, but it was late already so we just decided to make do. That was, of course, until the garbage truck came around 6am and made all sorts of noise picking up the dumpsters and dropping them back down. Then somewhere around 7:30am the delivery trucks started showing up making that beep-beep backup sound and all sorts of other noise. So much for a good night's sleep. I suppose I should say the room itself looked nice, but with all the noise from the loading dock, who cares. We gave up and checked out that morning to find another hotel. Definitely not going back here ever again.
",1
"We've stayed here before but this time around was a marked difference in quality and service - the staff wasn't rude, just incompetent. For example, we ordered wine glasses for the room because the hotel no longer services a mini bar in the room, which seemed like a really cheap way to go for this type of hotel. Nonetheless, the staff brought us 4 coffee mugs... The list of issues goes on unfortunately, including the low grade in-room movie options - our audio and video did not sync on our rental; we eventually had to stop watching after 20 minutes. And the room itself was not clean; the bathroom sink vent holes were black with mold. Clearly the hotel has pulled back on not only amenities, but training or sufficient staff... oh, but the price point for this hotel has stayed the same. Find a newer hotel, there are many in this great city.
",0
"My husband and I recently stayed at the Conrad Chicago for three nights, a Thursday through Saturday. Let me say we were less than pleased with our experience. We chose to stay in the ""King Bed Deluxe Room"" and for an average of over three hundred dollars a night we were sorely disappointed with the accommodations. Upon entry the room looked as though it had not been cleaned thoroughly, the rug looked dirty and there were crumbs or something on the dresser. The room was size was average, and again for three hundred dollars a night we were expecting a almost suite type room. The major annoyance was how loud people were. We came in after midnight each evening and long after we went to bed we could hear people coming down the hallway yelling and running. That is totally unacceptable for a supposed high end hotel. You can expect a loud guest maybe once, but every night is ridiculous. The service was also extremely sub par. We had to wait 20 minutes at check in because the girl at the counter was too busy talking to another employee about what she was going to do after work. One day we put the no house cleaning sign on the door and a maid literally walked in on me. She completely disregarded the sign, did not even bother to knock and just unlocked the door and came right in. It scared me and I'm just glad I was not getting out of the shower or changing. So to sum up, we will never stay at the Conrad again, we will never recommend it to anyone else, and for the money there are a hundred much better hotels to stay at in Chicago.
",1
"I was expecting an experience comparable to my stays at the Olympia in Seattle. The decor and overall feel of the hotel was much above average but not inspiring. Biggest disappointment was the inadequate internet connection in the room. The wireless was very slow and the hard-wire from the wall did not work at all. I did request a replacement of the wall wire, but it did no help. This hotel can do better than this. With a 5 star rating, it should be an experience to be pleasantly remembered -- but, was just a mediocre experience for me. Even the bed covers were not that special. Needs more intense management. Next time, I will try the Trump facility Thanks
",0
"My wife and I stayed at the Conrad Chicago Hilton a few weeks back. I had a conference in the Windy City, and my wife decided she'd come along to do some shopping. First off let me say, typically I LOVE staying in hotels - any chance I get, i'll spend it away from home in a comfy hotel bed. That said, this place was terrible. The room had a slight odor to it, kind of a fishy smell. The people at the front desk were rude to us. And I found a soiled pair of women's panties under the bed. Gross! Not to mention that once we got home, we both had bug bites up and down our legs--- now we're worried we brought bedbugs home with us! If I could take this trip back I would. What a terrible place. Shame on you Conrad Hilton, shame on you!
",1
"This hotel has a great location and nice infrastructure. The river north area is full of great restaurants and the north bridge area is great for out of towners. The decor is lovely and a nice hold-over from when this was a Le Meridian. While the Conrad aspires to be in the top tier along with the Peninsula, the Four Seasons, the Ritz and Park Hyatt, it falls short. We and dinner at the Terrace Restarant outside the other day and were initially impressed with the setting and the selection. While the prices were similar to the Peninsula, we figured that it was a nice day and worth a try. Wow, were we ever disappointed. First off, we were told that we could have a seat but only stay until 7. OK, thats fine and we sat down. The waitress made a point to ask if anything was wrong, so that she could make it right. When we indicated that our glasses of champagne were not very full ($20 per glass), she consulted with the manager and then another manager (a heavier fellow in a dark suit). She came back and said that was the standard puor and that she would be glad to bring us additional glasses. What bothers me is not the outcome, but the fact that the management is not service focused. At a Four Seasons or the Peninsula, this would never happen and if we expressed any displeasure, it would be made right. At the Conrad, the Terrace manager just ignored it.
",0
"I had originally chosen the Conrad Chicago Hotel for its location near shopping centers that were within walking distance. However, I later learned that I had made a poor choice. Upon arrival, the lobby seemed nice and we checked in with the clerk. Although, when we reached out hotel room, we were dissapointed in finding it to be a one-bedroom suite. My family went back down to demand another room with two queen-size beds. The clerk, after a twenty minute waiting period, was able to find us a suitable room. Upon entering, the room was noticably hot. We turned on the air conditioning, and after waiting for thirty minutes, the room remained muggy and humid. I called the front desk to complain and ask for a repair man or another room. They promised a repairman within ten minutes. 1 hour later I called again and remined them that the repairman hadn't shown up. They once again promised a speedy repair. While waiting, I discovered that our room had no soap and the towels were still damp. I called the front lobby and she said that they were sorry for the inconvenience and that there were some more one the first level, but I had to go get them. After all this trouble, I argued that they should bring it up to me, but in the end, I wound up going to get it myself. After returning to my room and waiting another 30 minutes, the repair man had not shown up. So I called again, and within 5 minutes the repairman came. He managed to fix the air conditioner, but it was about 12am. We were finally able to get some peace and rest well after the room cooled off, but as the night went on, we noticed another problem. The air conditioner began to make wretched screeches and banging sounds. It also emitted a strange odor. Upon checking with the front desk, we demanded another room because it was too late at night to have it repaired. There were not available rooms left, and being so fed up with this hotel's poor service, we promptly left and checked in at a nearby hotel. I don't recommend the Conrad Chicago to anyone who wants to enjoy their time.
",1
"Booked a room w/ a queen bed for 2 nights for a wonderful NYE, and was rather disappointed. Bed was either the world's smallest queen, or was actually a double, not to mention it was uncomfortably springy. Some of the things in the bathroom had been previously opened and used (q-tips). Lots of noise seemed to carry through the vents as we could hear other rooms rather clearly. When the tv was off, there was a very audible high-pitched humming noise that we could not get rid of unless we unplugged the tv. Hot water was very inconsistent in the shower. It is in a great location, however, next time I will try one of the other hotels in the area like the Intercontinental or Marriott. This might not be too bad if you are passing though quickly on business, but I wouldn't recommend it for a romantic night or two.
",0
"For our anniversary this year, my wife and I stayed at the Conrad. We're from the suburbs, so staying at a nice hotel in the city is a big deal for us. It's expensive, so we expect the best for our money. This was most definitely not the best for our money. It wasn't even a good deal either. The problems began right off the bat. When we got to our room, we were both greeted by a musty smell that seemed to hang throughout the entirety of the room. It was like walking into a dusty attic. When I sat down to watch TV, it turns out it wasn't even connected to cable or anything. I kept changing the channel, but it was nothing but static and white noise. I even looked for another remote. After we left our things, we went out for a night in Chicago, but coming back, the smell seemed to have gotten worse. I finally asked the hotel management to come up to our rooms. They moved us to a different room, but they had no explanation for the smell. For a single stay, that was more trouble than it was worth.
",1
"I stayed here 2 nights for a business conference. The food was pretty good. And they had these really good mints that I couldn't resist. The room was very comfortable and the bed was great. But I was annoyed by many issues. First, their internet went down for a couple of hour when I was there on a break from the conference. It wouldn't have been big deal except I needed to do some business while it was down. Second, the internet wasn't available in the conference rooms. I suppose the conference I attended would have had to pay extra for it. Third, The chair in the room was too low for the desk so I was in an awkward position while using my computer which gave me a back ache later. Fourth, on the second night my key didn't work. So I asked for a new one which also didn't work. So I asked for another one and the same thing happened. Thankfully the front desk asked a security guy to meet me up at my room so I didn't have to go back down to the lobby a third time. Then he came back a little later to tell me I was in the wrong room, which I wasn't. Finally, he came back with the right key. Fifth, the TV had one remote control for changing the channels and a different one for the volume. Sixth, they didn't have the comedy channel. Much cheaper hotels do. If this hotel didn't cost so much money all of these things would be minor inconveniences, but I would expect more for what I paid.
",0
"Don't ever stay at this hotel!, Conrad Chicago is the worst hotel you can imagine. First of all, THE PRICE! you not get what you pay for. I paid &217.50 one night for a room that did not even had a TV!! that's ridiculous! The bathroom did not work, and it was nasty! the bed sheets seemed like used, as if some people slept there and they smelled bad! After my experience with Conrad Chicago, I will please ask you to reconsider getting a room in this hotel. You get better service and accommodations even in a 1 star motel!
",1
"The Conrad has all the right stuff - great bedding, fancy decorations, beautiful lobby, etc. However, they are seriously missing the boat when it comes to customer service and attention to detail. When I checked in, I went to get a glass of wine from the minibar, only to discover that everything in the fridge was warm. I called for help and was cheerfully told that they would send an engineer right away to fix it. In the meantime, I said, great, but what about a cold drink? They proceeded to send me 1 glass of wine via room service, without asking me if this would be okay. I paid $25 for 1 glass of wine. The minibar bottle would've given me 2 glasses for about $33. Nothing was said to me about this obvious difference. When I called to complain, I was made to feel cheap. To me, it was not the money, it was the principle. The next morning, my bill showed that I had eaten something out of the minibar. I had not. I called, and they said that the automatic sensors in the minibar must have triggered something (duh - when the engineer came and took the entire fridge out of its compartment to fix it), and they took the charge off. They also took $10 off my room service bill, but I was still annoyed that nobody bothered to apologize or acknowledge the fact that I was overcharged. Also, when they fixed the minibar fridge, they did not replace anything in it. The guy said, it'll take a while for things to cool down. Oh, really? How about the warm beer, that was once cold, that will now taste disgusting? I guess they're saving that for the next person who checks into my room and has no idea. Another annoyance was that the lighted mirror in our bathroom did not work. When I plugged it in, it made 2 other lights in the bathroom go off, and then it never would come on. It seems that the Conrad thinks it can spend a lot of money to make itself look beautiful, without worrying about each customer's experience. I don't think they go into the rooms and check them out. And their sta
",0
"I will never stay at Conrad Chicago again. The employees were rude from the begining. When I asked for extra towels the lady at the front desk looked like I was an inconveniece. The bar staff wasn't much better. The maids never came and changed our sheet during our stay. Do not go there!
",1
"Well, this used to be a Le Meridian Hotel, and it has changed for the worse. We kept having to remind them we booked a package, because we were being over-charged separately for everything, when it should have been included. We were supposed to have champagne in the room upon arrival, and did not. Two phone calls and three hours later, it finally showed up. We tried to have a drink in the bar, and even though we were the ONLY people there, three servers/bartenders came and went, talking to each other, not one of them acknowledging us. After ten minutes we left the hotel and went down the street for a drink. And don't bother to pay extra for ""City View""; because you may get the view we had from only the sixth floor, looking across the street directly into a plain brick wall - that is all we could see. Oh yes, the valet lost his cell phone in someone's car, and called me at home today to see if we found it. He wanted me to call him back at home. Nice of the hotel to give out our personal information to the staff, huh? For the money, stay at any other hotel in Chicago with the same price-point and it will be much much better.
",0
"The Conrad Chicago is a Michelin rated hotel, so I was expecting great service and wonderful accommodations. Well, only one part of that was correct. The rooms are indeed nicely furnished, but the service was terrible! The concierge was unable to find my room reservation (I reserved online and even had the email confirmation) and wasn't very helpful in getting me a new room. I ordered room service, and the wait time was so long that the food came up cold. I mean, I understand that it would take time to get the food prepared and up to my room, but really? For the price I paid, it was definitely not worth it, and I would never use this hotel again.
",1
"It's so frustrating when a hotel posts a deal prominently on its website, claiming said deal is available on certain dates. But, when you call to make a reservation based on that deal, they tell you it's not available. There are rooms available, but not the deal. Then they try to condescendingly tell you they can only sell so many rooms at such a deal. I get that. Then just SAY that on the website. ""Here's a great deal . . . but only a small number of people will actually get it."" So much for the great reviews about service . . . I couldn't even get past the first phone call without being frustrated and annoyed. Bad form, Conrad, bad form.
",0
"I had reservations to check into the Chicago Conrad. When we arrived my wife and I were told the hotel was oversold and that I would have to take a double room rather than a king. This was a special weekend for my wife and I so this was a big disappointment. We were offered a free dinner which we accepted. The restaurant was dark and the food was fairly good. The tub in the bathroom was clogged with hair and we had to call maintenance to repair. This took about an hour to resolve. Overall we would not pick this hotel again. They should make sure all commitments are met and rooms are in excellent condition. We feel it was not a good value.
",1
"Let me first start by saying I have always been pleased with the Conrad hotels and that is why I chose the Conrad Chicago. I was very disappointed in the level of service. 3 phone calls to get maintenance to fix the bathroom sink, unpleasant experience in the Terrace resturant, front desk not aware of room eminities, and a very uncaring MOD! All the Conrad hotels I have stayed at have been 5 STAR but not this one. I have to give it 2 stars!!!:(
",0
"I was really excited to be visiting Chicago for the first time, and the hotel that was recommended to me was the Conrad Chicago, located on Rush Street. I wanted a hotel that was conveniently located to all the downtown sites, and the Conrad Chicago does not disappoint in that respect. However, everything else about this hotel could be classified as sub-par, ranging from the rudeness of the check-in clerks to the roaches that were freely roaming in my room. This hotel does not deserve to be on anyone's recommended list. My first problem was a rude desk clerk who checked me in. After asking for three forms of identification (most places only ask for a driver's license) and asking me twenty questions about the reason for my trip to Chicago, she reluctantly gave me a room key. I asked if there was a bell cap to help me with my bags and she said if I wanted to wait, one would be able to help in about 15 minutes. I didn't feel like waiting, so I dragged my bags to the room, only to find that the room key did not work! Instead of dragging everything back down, I decided to use my cell phone to call the front desk, only there was no cell phone signal in the hall way. I couldn't believe I was in the middle of downtown Chicago and the hotel did not have a signal! I finally flagged down someone from the housekeeping staff to let me into my room, but I immediately saw there were problems. Two roaches scampered across the carpet and when I went into the bathroom, there were no towels or wash cloths. I went to turn on the TV and it didn't work. One of the lamps was missing a light bulb. I couldn't believe that this was happening to me. I was at the Conrad Chicago, not the Motel Six! I then sat down on the bed and the mattress was soft and lumpy. I was ready to cry. I was spending a lot of money on this hotel and it was a dump. I called down to the front desk and asked for another room, but they refused, saying I had gotten a special rate and it did not allow room changes. I insisted that they give me towels, fix the TV, put a light bulb in the lamp and have someone spray to get rid of the roaches. They agreed, but told me it would take ""awhile"" because several of their key personnel had called in sick. My stay at the Conrad Chicago was a nightmare from beginning to end. I would not recommend this hotel to anyone
",1
"My husband and I were very excited to be staying at the Conrad, unfortunately, we would never stay in this hotel again. The rooms looked nice, but the closer you look there was mold in the bathroom and red stains that looked like dried blood near the sink. The room service cost was super high - costing us over $100 for 1 burger, 1 order of french toast, 2 pops and 2 desserts. In the middle of the night the pipes in our room made a very loud vibrating noise which kept us awake. We called the front desk and it took almost 40 minutes for someone to walk over to our room (we were on the 5th floor, same as the reception desk). They did nothing to fix it and the same thing continued the following night and anytime the room above us or to the right used their shower. The staff was friendly enough, but NOT helpful and they did nothing to try and make our stay better with all of the problems. There was not even a coffee pot in the room. Definitely would NOT stay here again for the price. NOT worth it!
",0
"Imagine flying to the windy city for business. After a long flight with many delays you get a cab to your hotel, the much-hyped Conrad. You've been expecting to fall into a soft bed with a lovely view of the Chicago skyline out your window. That's exactly how I imagined it after my delayed flight and terrible cab ride. That's the opposite of how it turned out. I got in to the lobby late and the person at the counter was busy talking on their cellphone. I approached and they didn't even hang up. They were going on about how they thought the whole Charlie Sheen thing was overblown. I don't care. It's late. I have meetings the next day. I try to check in and they say they can't find my reservation. This is despite the fact I have my receipt with me! Finally, they check me in and don't even bother to have a bellhop help me with my bags. This isn't a cheap room. It's standard to treat your customers with some level of respect. I get to my room and I open the door and it's someone else's room! Somehow they've given me the wrong room and activated my key for that person's room. Worse yet, the occupant was passed out drunk on the bed with his clothes strewn all over the room. I have to carry my bags back downstairs and get checked into the right room. Finally I get up there and my room is missing a pillow. Seriously? How can the maid not notice. The bed was made. Someone must've been in the room and seen that there was one too few pillows. This episode was exemplary of the rest of my stay. Needless to say, neither I nor my business will be using the services of the Conrad in Chicago.
",1
"I stayed in this hotel for a week and I was looking forward to a stay at a top class hotel. I was shocked and disapointed with my stay, Here are some of my gripes - Room had a broken phone and broken lightbulb - Breakfast service was slow and impolite - Hotel rationed shampoo (one bottle for two people sharing and did not refill a bottle that was less than half full). - We also shared a bar of soap. I was so disappointed with this hotel, I paid for a premium hotel and got a very disappointing stay.
",0
"My husband and I were really looking forward to spending our anniversary at the Conrad hotel. For the price we were paying we were expecting a luxurious hotel with all the amenities unfortunately it was quite the opposite. Upon arriving we were greeted by a rude and incompetent receptionist. Not only could she not find our reservation due to the fact that she kept misspelling our name, but she refused to apologize when she finally did find them and acted as if it was our fault she couldn't spell! Our room turned out to be okay except for the stain on my pillow case which ruined the experience for me. We ate at the restaurant on site and were less than impressed with the food. It was alright but nothing out of this world. We felt we could have gotten a better meal elsewhere. All in all the Conrad was a big disappointment to both of us.
",1
""" Barely Average Hotel at Premium Price"" This hotel has a beautiful lobby but fails to fails to maintain its standards beyond the lobby. I have stayed in the Conrad in Dublin, Ireland and in HongKong both of which I loved. I was looking forward to staying at this hotel. I was extremely disappointed. I am very surprised that this hotel is allowed to carry the Conrad name. Pros: Elegant lobby nicely decorated with fresh flowers Location: Located in the Heart of Chicago Disappointments - Stained and worn out carpet in hallway - Room was small - Phone and lightbulb in room were broken - Breakfast was $60 for two people, service was slow and impolite - Hotel rationed soaps and shampoo, one bar of soap to share and one bottle of shampoo which was not replaced for two days, I felt like I was staying at a budget hotel. and to cap off my stay the hotel made a billing error which took three months and more effort than it was worth to correct. I would not stay at this hotel again, It just is not worth the premium price they charge.
",0
"I recently had the displeasure of staying at the Conrad Chicago. Although the hotel came with some recommendations from various online websites, my experience was anything but pleasent. First of all, they tell you that check in time is at 3pm. Well I arrived at the hotel at 3:30pm and checked in only to discover that my room was not ready. After waiting for nearly an hour for the room to be ready, I decided to go settle in. The carpets in the room smelled old and musty. Additionally, the bathroom was not in the the cleanest of states and there were numerous noticeable chips, scratches, and dents in the furniture. Although the bed was comfortable, I just couldn't get over the musty smell coming from the carpet. It was very difficult to get the air conditioning to set a comfortable temperature and I did not have a very good nights sleep. All in all, my experience was not the worst I've ever had, but far from anything worth writing home about.
",1
"I travel to chicago quite often, and have stayed at a bunch of hotels. I stayed at Conrad a couple of times. My impression was not too good. Both times the receptionist was quite cold and I didn't feel welcome at all. The room was noisy. Thin walls, and you could hear exactly what the next room is talking about. One time the tv was broken too, and a guy came in and took like an hour to fix it... Anyway, given that this is a 4.5 star hotel, it really didnt live up to my expectations. After the 1st time at this hotel, I thought I might give it a second try. After the 2nd time, I decided I am really not coming back, especially given that there are so many other hotels close by. The other attendees of our conferences were also complaining about the hotel. So I guess I am not alone in this...
",0
"I recently had the opportunity to stay at the Conrad Chicago Hotel, located on North Rush Street. As part of the Hilton hotel chain, I was confident that I would have a positive experience. Unfortunately, from the time I walked in the door until the time I checked out, I was plagued with nothing but problems. When I walked into the hotel, I was not greeted by the concierge, which is usually a bad sign. (He was reading a newspaper.) Then, when I announced that I was holding a reservation, they desk clerk was unable to find it. I had a confirmation number which they agreed matched a number in their system, but they could not find the room I had reserved. Finally, they assigned me a room, but it was smaller than I had originally requested and it had a bad odor. I was very disappointed with the room and its decor. The room smelled of stale smoke, even though it was on a non-smoking floor. The bedspread was threadbare and there was no soap in the bathroom. I had to keep checking to make sure I was really at the Conrad Chicago. Surely, this was not the way the Hilton chain operates! There continued to be problem throughout my stay. I asked for a wake-up call and it was 15 minutes late, which had me scurrying around so I could make my business meeting. I ordered breakfast to be brought to my room, and it never showed up -- at all! And the water for my shower never reached anything by lukewarm, so my shower was short and unsatisfying. I decided to check out of the Conrad Chicago a day earlier than originally planned because I was so dissatisfied with the hotel and the way it attempted to resolve the problems and issues. Upon my return home, I wrote a letter to the hotel manager, but never received a reply. Because they refused to acknowledge that I had problems, I will not be staying at the Conrad Chicago again, and will avoid all Hilton Hotels in the future.
",1
"I gave the Conrad a second try at impressing me and it failed miserably. The hotel will not honor room requests. I expressed this was for a special occasion and would love a room with a view on my reservation. I got there and my 'view' was of the adjacent office building windows. I didn't pay nearly $400 a night for that. I called down and the manager was absolutely rude. ""That would've required you to pay at least $40 more.."" Rude. Lots and lots of mistakes happened. Requested pillows were never sent up, the television sound was not functioning (i.e. NO sound), when telling the manager of the problems he was horribly condescending and cared very little. I've had better service at a Hampon Inn! When they screwed up our breakfast vouchers I had to physically go down and question it.. they said ""we will send them right up"".. No, that never happened. Absolutely ridiculous. The bathroom has always been nice, and the room had been renovated since I was there last year (thank the lord!)... It had a nice ambiance to it. The bed was quite nice as well. The valet guys were fantastic, probably the nicest men within that entire hotel. Also the bellman, and housekeepers were wonderfully sweet and always said ""hi"" or ""hope you have a wonderful day"".. I appreciated that. Perhaps the management team needs to go back to training school to learn about customer service. Breakfast at the Conrad restaurant is to be avoided completely. The service was abysmally inept, and not to mention slow. We had two different watresses and it took upward of 15 minutes just to get our juice. They looked like they hated their jobs, and treated us with the same attitude. We were never checked on after the food came. The food is overpriced and the quality is severely lacking. I got a continental breakfast and it included a muffin (burnt), a small croissant, and a tiny cinnamon roll. 14 dollars for that. Laughable. Or if you choose, for 14 dollars you can get some toast and juice! Spare yourself and choose to eat elsewhere where you can get an actual tasty meal for your money. Overall, the managers need to learn what customer service means, and how to bend over backwards for a customer. Otherwise your business will crumble. And the Conrad has crumbled for me. I spent way too much money on terrible service. I've already sent my opinions to Hilton headquarters. I'll be looking at other hotels the next time im in Chicago.
",0
