Review,Fake
"My wife and I stayed at the Affinia Chicago last week (in a studio suite, which was NOT worth the extra payment). It was an absolute NIGHTMARE! To begin with, the room is listed as 'oversized', when it's nothing of the sort. We've previously stayed in the hotel and the regular guest room is only about 2 square feet smaller. I believe the only extra space was in the closet, which isn't very useful unless you plan on living there! We had our two sons with us, so we had to make extra sleeping space. Our oldest son slept on the couch and woke up multiple times in the time, complaining of bugs moving around. He must have been umcomfortable also, as I sat on the couch during the day and it was like a rock. The room service is horrible, they took 47 minutes to deliver a pillow for my wife around 10pm, and she had to wait up for that. My family would NEVER go back to this hotel, and I highly recommend you also stay well away.
",1
"I'd been searching for a cool, non-chain hotel for a weekend getaway with my boyfriend. I thought I'd found a winner in the Affinia... SOO disappointed!! In spite of the fact that our reservation was for two adults, we arrived to find our room had a DOUBLE bed. What?! I was floored, but after a delayed flight and a 2 hour cab ride, was too tired to make a fuss. We were hungry after all the delays and planned on attending an event that night, so we called for room service hoping to keep it simple. I was told that room service would call ME back to take my order...and nothing happened. I didn't want to be late to our event so we ended up going to the restaurant downstairs. Nothing special; entree, dessert and NAB for two still came out to $*...I am no hayseed, I'm WELL aware that everything costs more in Chicago, but this just wasn't worth it. Our room was by the elevator w/ parking garage view...the bathroom was tiny, shower curtain was stained, funky toilet seat/lid, and the vanity featured that ""rude awakening"" lighting normally found in low-rent dressing rooms, i.e., ""Holy crap, have I looked that bad this whole time?!"" If you're a traveler who likes using the in-room coffeemaker, they charge for their chintzy coffees (I don't use these, but... come on). Nice enough ambience in the upstairs bar, but weak drinks... That night, our bed was so tiny and uncomfortable that I almost asked to switch rooms. But the Marathon was that weekend; the hotel was so busy I didn't want to be a pest. I can't believe I was so impressed with this place online. Next time I'll happily pay more to stay someplace that's actually a treat.
",0
"Terrible experience, I will not stay here again. The walls were so thin that I was kept up all night by the party going on in the suite next to mine. I talked to the management several times, but nothing was done. It may just be the people that I had contact with, but I thought the staff was standoffish and rude. Very unpleasant experience, especially given the cost of staying here!
",1
"I stayed @ Affinia for one night on a purpose not to drive all the way from NW suburbs to Women's hospital oir my surgery. Few things I really didn't enjoy - I could hear noise from outside all night long as well as inside noise from slamming doors.No noise insulation at all! Very dusty between window frames(I understand - cars,pollution) but it looked like it wasn't cleaned for a very long time.One more thing really made me upset - broken blinds on a right side. I was unable to pull them down to enjoy my sleep time...We didn't notice the problem until very-very late.The Affinia hotel serving tourists and guests of Chicago as well as Northwestern Hospital patients and their families - which really need extra privacy and comfort ! Strange but every hotel I stayed @ was supplied with the SEALED roll of toilet paper.Affinia didn't even offer that.Looked like someone used a bathroom right after it was taking care of by a cleaning lady! Neither toilet paper nor toilet seat were sealed for us to use!!!!!!!!!!!! Hopefully,no more surgeries for me...Won't stay @ this place for leisure - even with discount!
",0
"I stayed at the Affnia hotel in Chicago and was extremely unsatisfied. I would recommend everyone to avoid this hotel. I paid $700 overall for 2 nights in a cheap, small, untidy room. Granted, I've stayed at hotels of similar quality, but never have I paid so much for one of them! I could not believe what I saw when I walked into the room...it was tiny and there was small patches of mold on the wall (that had been painted over). The breakfast I ordered wasn't terrible, but certainly wasn't good. The wifi connection was horrendously slow. If you want to spend a big buck on a hotel, fine...just don't spend it here.
",1
"Having stayed at the excellent Affinia chain in NY, I had very high expectations. When I saw the Trip Advisor rating, I immediately booked. What a huge disappointment: -- The quality Simmons pillow top mattress is covered with very cheap, foam pillows -- the kind they sell in the store for $4. You cannot sleep on these -- The windows are so thin, you can hear the buzzing from walk/don't walk sign on Superior below. -- The walls are so thin that when my neighbor smoked, I was awaken around midnight, my room engulfed in smoke odor. A call downstairs yielded no results -- There are nice furnishings but many are chipped showing bare wood; the desk chair was full of loose threads -- The water flow is very weak, but the towels are nice -- There are unpainted floorboards, the kind you find in Day's Inn -- They charge for internet service The tiny lobby has materials and pictures of what the hotel will eventually look like. The sign outside is also a banner. Having stayed all over the U.S., you are better off at Red Roof -- this is really an embarassment for the Affinia chain. Wait until they complete the renovations in 2008. I did supply this feedback at my checkout and the front desk apologized by shaking my hand. Good heart, but the problems are not fixable.
",0
"After reading good reviews about the Affinia Hotel in Chicago, my husband and I decided to spend two nights there to celebrate our 30th anniversary. Unfortunately, the hotel missed the mark for us. I did not expect to find bedbugs underneath the mattress in a 4-star hotel. Because my husband and I have had a bad experience with bedbugs, as a rule, we always check underneath the mattress before settling down for the night in any hotel. When I brought this to the attention of the front desk staff, they practically accused us of planting the bugs there. I was very humiliated and disappointed in the way the situation was handled. Needless to say, we made the decision to pack our bags and went elsewhere to celebrate our anniversary. I have written a letter to the hotel chain and hope that they will be more responsive to the situation. I have also reported the incident to my credit card company to alert them that I will be refuting the charge for the one night the Affinia charged to my account because we missed the cancellation deadline.
",1
"I've been here for 4 days. Great location right off of miracle mile, near all major hotels, best shopping and theatres. Rooms very large. Hotel staff very friendly and helpful, and respond immediately. Problems: there frequently are homeless people (even during daylight) on Superior between St. Clair and Michigan Avenue (the main route you walk for or all activities, and just about everything is in walking distance from here). At night, the street on the north side of Superior is dark, and it usually smells strongly of several unpleasant odors. The street people do not approach you, although they may stare as you go by. Usually 2 or more along the way, where they sleep on the window sills of Neiman Marcus. I would not think a woman would feel safe by herself. (I am from a large city and do not have a street people phobia.) There are homeless up and down Michigan Street, but this is different as it's a lonely stretch and no open business is along either side of the street. The entire hotel needs a lot of cosmetic work, and apparently will soon undergo a major renovation. For now, expect two extremely small, warm, slow elevators with long waits serving 17 floors and warm, cramped hallways! All the walls throughout the hotel need painting, and the wallpaper is peeling in places. In the room, several electrical outlets were hanging out of the connection, the carpets were stained, the bathrooms needed new grout (some mold visible), the TV is very small (16 Inch?) and the windows very, very dirty. You won't get your room serviced unless you ask for it, sometimes more than once. The ""pub "" downstairs is run down, dark and kind of creepy. Food and room service are very expensive, as is parking ($34/day public and $38/day valet). On the plus side, the bed was very comfortable, there was ample comfortable furniture in the sitting area, plenty of space and a decent view as the hotels spans St. Clair street toward the north and south. You can see a sliver of Lake Michigan. Pool small, but clean. All in all, it was clean and quiet and provides lots of space for sitting around in the room, but I think it is overpriced, and I would not stay here again.
",0
"I was extremly unhappy with my recent stay at Affinia Chicago! When I arrived to check in, my reservation that I had made, (and confirmed), 2 weeks earlier, was not in the computer.I had to wait 40 minutes in the lobby while a room was being cleaned for me. The whole time the desk clerk gave me dirty looks and texted non-stop on her cell phone, while the office phone rang off the hook. I had no toilet paper in my restroom or trash can in room.I'll never go back,dont waste your money.
",1
"Stayed at the Fitzpatrick before, about 4 years ago, it was ok. The management was great, staff was so kind, and rooms were clean. ** But this time I promised my self NEVER to go back!! The new staff was so rude!! I made a reservation for my Anniversary on the internet, and the day of check in I was told by the hotel staff that they do not have my reservation!** 1) I was transferred around back and forth from the hotel staff to the reservations hotline. 2) Staff was extremely rude! Not arrogant, but rude! Like they hated thier job. 3) They offered check in at 1pm but the room wasn't ready till 3pm! 4) There were stains everywhere! 5) Because of the high sales of rooms due to popularity on this site, they must have hired a cheap unfriendly staff.
",0
"What a terrible experience my family and I had at Affinia Chicago! First of all, we reserved a room with 2 queen size beds and received only 1 King size bed with a cot. When we got to the room, we found hair balls on the floor as if a cat had previously stayed there. What an absolute terror Affinia was and I will never be going back!
",1
"I'd been searching for a cool, non-chain hotel for a weekend getaway with my boyfriend. I thought I'd found a winner in the Affinia... SOO disappointed!! In spite of the fact that our reservation was for two adults, we arrived to find our room had a DOUBLE bed. What?! I was floored, but after a delayed flight and a 2 hour cab ride, was too tired to make a fuss. We were hungry after all the delays and planned on attending an event that night, so we called for room service hoping to keep it simple. I was told that room service would call ME back to take my order...and nothing happened. I didn't want to be late to our event so we ended up going to the restaurant downstairs. Nothing special; entree, dessert and NAB for two still came out to $*...I am no hayseed, I'm WELL aware that everything costs more in Chicago, but this just wasn't worth it. Our room was by the elevator w/ parking garage view...the bathroom was tiny, shower curtain was stained, funky toilet seat/lid, and the vanity featured that ""rude awakening"" lighting normally found in low-rent dressing rooms, i.e., ""Holy crap, have I looked that bad this whole time?!"" If you're a traveler who likes using the in-room coffeemaker, they charge for their chintzy coffees (I don't use these, but... come on). Nice enough ambience in the upstairs bar, but weak drinks... That night, our bed was so tiny and uncomfortable that I almost asked to switch rooms. But the Marathon was that weekend; the hotel was so busy I didn't want to be a pest. I can't believe I was so impressed with this place online. Next time I'll happily pay more to stay someplace that's actually a treat.
",0
"The Affinia in Chicago obviously caters to wedding guests and corporations hosting business conferences. If you do not represent one of these groups with a large number of guests and revenue for Affinia, do not expect any measure of customer service and don't expect great accommodations, even at their high prices. When we arrived our reservation was lost, then it took forever for the concierge to tell us the room we were instead given was available. The furnishings in the room were cheaply made, the cleaning obviously superficial and our view was directly into the concrete wall of the hotel's L shaped corridor. I called for fresh linens and toiletries and a very rude phone attendant told me someone would essentially be then when they had time. Two hours later someone came. The dining hall and reception areas were really nice, but again, unless you're a large group don't expect to enjoy them during your stay at Affinia. Even if you could, the prices wouldn't be worth it.
",1
"I wrote an email to the sales & reservation team a week ago.........i'm still waiting for a response. All I wanted to do was book a suite for 2 nights but they failed to even reply with an offer. We have now booked another hotel who can be bothered to answer emails. Shame you missed out, coz we tip like rockerfellers!!
",0
"I recently stayed at the Affinia Hotel in Chicago, and it was one of the worst experiences I've ever had at a high-end hotel. I was in Chicago for a conference, and I thought I would enjoy the experience more if I had somewhere pleasant and relaxing to return to, but this hotel definitely wasn't that place. The restaurants were mediocre at best, despite their high prices; I repeatedly got food that was bland, overcooked, or lukewarm. The room was fine, but nothing special; I think I'd have been just as comfortable in almost any hotel in downtown Chicago. A big part of my discomfort and dissatisfaction with the hotel, though, was with their Jet Set Pets program; it's hard to find a decent, relaxing hotel that I'll like that will also accept my dog. But many of the employees were rude about my adopted mutt, who is energetic and loves people but isn't the most photogenic dog - he has a scar on his face and he's got that terrier look. Multiple people mocked him, or said there was no point grooming him, or asked why I wanted him sleeping on a bed in my room. I know that it's a fairly high-end hotel, but I would hope for better service regardless of the class associations of the dogs. I hope they at least treat all of the dogs boarded there well. The experience was overall frustrating and unsatisfactory, especially for the price. I can give them good marks on their spa services, and I really appreciated the pillow ""menu,"" but other than that it didn't feel like a particularly luxurious or indulgent experience, especially given the customer service.
",1
"Apart from the location, great, but it stops there. Upon check-in, I was informed I would have a queen bed. I asked for a king size bed, and I was told there would be a charge for going up to a king. GIVE ME A BREAK, a surcharge for going from a queen to a king. When I got up to the room, it was like a oven. I could not get the air to work and needed to call twice before getting service. Everything in the room had a charge associated to it, even down to the coffee, $1.00. Now what's up with that? I was very disappointed in the size of the bathroom. Very small. I have stayed there twice and with so many other options, I feel this will be my last.
",0
"Extremely disappointed in our stay. This hotel did not look like what pictures portrayed online. I booked online thinking what a perfect place this was going to be, only to arrive and have a room without a view even though that is what was paid for. The room smelled musty and not clean. Garbage was not changed from prior person. Found small ants in bathroom near shower. Called to complain and someone came up 2 hours later and used bug spray. Overall this hotel is in a great location, but we would never visit again. Staff was not overly friendly or helpful and the room was not as all as it seemed online.
",1
"We were encouraged to stay at the Affinia as part of a group in town for a Chicago wedding. We booked our rooms 6 months in advance, with the promise of a brand-new, full service hotel in a great locaiton in Chicago. The lobby was non-existant (under construction). The front desk staff was incredibly rude and unhelpful. The hallways and elevators are small, cramped and uncomfortable. The rooms are great - great beds, great television set. NO ROOM SERVICE - the kitchen is under construction. The bottom line is that during our stay, this was NOT a full-service hotel and should not have charged what they did. We were totally disappointed, hope it will improve, but vow to never stay there and will recommend to anyone to check out one of Chicago's truly amazing hotels. It is not worth the risk with this unproven dress rehearsal.
",0
"Affinia hotel in Chicago was one of the most interesting hotels I have ever stayed in. Everything looks very nice and fancy, though the people that work there must be from the projects of Chicago. The customer service was the worst I have ever experienced in my life! When we went to check in, first we had to wait about 15 minutes for the 3 workers that were at the desk to stop their personal conversation and check us in. When the women at the counter finally acknowledged us, she was smacking her gum, and was upset and treating us like we were inconveniencing her! The room service brought us cold eggs for breakfast, and the attitude of the staff overall was extremely rude. I would NEVER go back, and I hope this place gets a staff makeover if they want to stay in business.
",1
"me (taking a cue from david dancer): 'sup? front desk person: yes? me: so, do I have to wait in the elevator line to get up to my room? front desk person: what room are you in? me: **** front desk person: oh. ...i'm afraid so. OR, you can take the other elevators and take the fire stairs up to the 10th floor. me: oh? wtf! so, we're staying at this hotel, and there is a bar on the 29th floor, but we have to wait 15 minutes in line to get to our fucking hotel room? get bent! we're paying to stay here, not just drinking in your bar!
",0
"There are many high-quality hotels in Chicago. There are many high-quality hotels on the magnificent mile and then there is the Affinia Chicago. With its neo-classical stylings and its non-classical service, it is just a combination for trouble, We had established our reservations for Friday the 15th amd arrived at 4pm to check-in. No Room. One hour after their posted check in time and nothing. No apology, no offer for upgrade, no discount. Nothing. As a seasoned traveler I have had my share of disappointments but this tops the list.
",1
"I only stayed at this hotel for one night, the location was great but the elevators drove me crazy. After the first long wait I started to time how long it took from the moment I pushed the button until the elevator arrived, never under 10 min. even late at night. I went up to the rooftop for and after dinner drink with my husband... 1 margarita was $14! I wans't drinking because I'm pregnant so I had a soda water for $4... if I would have known I would have had tap water. Overall... great rooms, OK staff , horrible elevators, overpriced drinks.
",0
"Our trip to Chicago was a complete delight despite our stay at the Affinia Hotel. Because their rates were actually higher than we were used to in New York City, we naturally assumed we would get a nicer establishment. We could not have been more wrong. This place focuses on gimmicks to set themselves apart from their competition. Uunfortunately, it does set them apart but in a strictly negative way. Both the ""Dream Pillow Menu"" and the ""Experience Kit"" were a complete flop. With the ""Dream Pillow Menu"", the hotel offered patrons what seemed to be great pillow choices from down-stuffed to hypoallergenic selections. We happily chose the fluffy down pillows but when we got to our room and laid down on them a giant poof of dust came out. At first, I thought it was my imagination so I stood up and hit the pillows on the edge of the bed. More dust came out them! Particles were flying around the room, I'm now sneezing and there was this disgusting grit all over my sunglasses that were sitting on the night stand. I called the desk and they sent up replacements for all the pillows. These pillows were some kind of ""music pillow"" that pluged into an mp3 player. I was sleeping on uncomfortable cords all night. In general, the staff was pleasant and tried to be accommodating, but there was just no apology good enough for filthy pillows. Another failed gimmick they offered was the ""Experience Kits"". We were given (ours to keep) a collection of some maps (which were actually very nice), a walking tour guide that was all marked up, and a handy deck of cards opened and missing two cards. If this place lacked attention to detail, that is one thing, but it lacked any attention at all. If the pillows weren't already enough, at this point I was certain that I would never stay at this establishment again. Run, don't walk away from this place.
",1
"I made reservations with the Chicago Fitzpatrick using their 800 number for two nights in June. I received no written confirmation with cancelation policy, etc. However, when I attempted to cancel my reservation the morning of my first night's reservation, I was told that they would charge me for one nights stay. They have a ""3pm THE DAY BEFORE your first nights stay"" policy. Even though the hotel was not sold out for the night they would not budge on the policy. This is not a common policy on Michigan Ave. I'd advise making your reservations someplace that offers more flexiblity for emergencies or sends a written confirmation with policy. It was a very expensive mistake on my part to book with this hotel!
",0
"I truly am not the sort of person to write a negative review about an establishment, but my time spent at the Affinia Hotel in Chicago forced me to do so. It was to be our first trip to Chicago since I was a boy so my wife and I were very excited to arrive and begin our short weekend getaway as soon as we checked into the hotel. First I must say that the counter help was far less than helpful. The apparently confused person who was to sign us in was extremely out matched when it came to the workings of the hotel computer and was total inept at customer service. He said we had not reserved a room, which I had weeks earlier, and proceed to explain to us that his hotel does not make mistakes of this kind and that WE must be mistaken as to the reservation or the hotel or both. Finally the manager arrived after I insisted on his presents. He did straiten out the confusion, but the room we were lead to was much smaller than we were lead to believe and had not even been cleaned from the last occupants. I called down to the front and demanded that the manager walk himself to our room and see the condition of the place. We were shown to another room, this time to our liking. From that point on nothing and no one that we saw or had contact with worked or acted as one would expect from a hotel with the reputation that the Affinia had. To list just a few; the television was a 13 inch black and white which could get only 4 channels, the food that room service brought up was cold, lifeless and bland, the cleaning person knocked at our door at 5 in the morning every morning even with the 'Do Not Disturb' sign on the door, and there was this ever so slight smell of mold and vomit which passed through the hallway every time my wife and I lift the room. To be blunt, I truly hope that the CEO of the company reads this note and fires the entire staff, guts the building thoroughly, and is publicly flogged in a downtown park. WE WILL NEVER STEP THROUGH THE DOORS OF THE AFFINIA AGAIN.
",1
"My husband and I stayed overnight at the Affinia. Prior reviews led us to believe this was a quality hotel; not true. Since it was a very special occasion, and also because we were only staying overnight, we didn't let the shabbiness and poor service of the hotel ruin our weekend. However, this would have qualified as one of the poorest hotel experiences. I've ever had. First, the smells: The linens and pillows on our bed smelled moldy and mildewy. The odors were not mild, and I found it pretty repulsive. I couldn't wait to jump out of bed in the morning, to get away from the odors. Hard to sleep and certainly didn't want to be in the bed any longer than absolutely necessary. I didn't discover how disgusting the bed smelled until around midnight when we got into bed. At that point, I chose not to contact housekeeping because (a) I was exhausted, and (b) I didn't want to upset my husband, who had fallen immediately to sleep after a long day of sightseeing. Also, the bathroom smelled like vinegar. Perhaps this is the cleaning agent used by Affinia, but the odor should have dissipated over the course of our stay and it never did. Incidentally, the bathroom floor tiles and wallpaper looked like they had seen better days; not a well-maintained property. Second, the elevators: If you stay above the first few floors, there are only two elevators that run from ground level to the rooftop c-view bar. With so many floors to service, and so many people going up to the c-view bar on a saturday, these elevators took forever to come, and were often full they did. Annoying. Also, on one occasion, there were several bottles (water and soda) left in the elevator; clearly, the maintenance crew doesn't inspect and clean the common areas frequently. Finally, and perhaps the most disappointing was the service when we arrived. First, when we booked, we asked for as quiet a room as possible. The hotel is located near Northwestern Memorial Hospital. But, its proximity to Michigan Ave., and the lack of accomodations elsewhere (due to the Transformers movie filming and a big international convention taking place the same week-end), led us to stay here anyway. At check-in, the clerk noted our request, and said our room was quiet room since it was not ""next to the elevators."" When we arrived at our room, we discovered that we were across from the elevators. Obviously, she was technically correct that we weren't next to the elevators, but it was still so close (15-20 feet) that we could hear the elevator noise. Also, since it was a special occasion, we asked if we could upgrade. The disingenuous, snarky, condescending clerk told us that checking in early was an upgrade. Clearly, the woman has not travelled enough to know that in many quality hotels, this is a matter of routine, not exception. Pretty awful experience all the way around. Other reviewers must have very low expectations. Can't explain any of the good reviews otherwise.
",0
"Hello, I recently stayed at the Affinia hotel in Chicago, and was very unhappy when I learned of additional charges upon arrival. When I made the reservations over the phone there was no mention of any internet or parking fees. When I arrive I'm told fee to valet park is $49 per day, plus another $10 for internet. This is just plain ridiculous, and will remember not to stay here in future. There's too many other fine hotels that don't charge these fees.
",1
"We connected to Affinia Chicago thorugh a city websight. The deal was fair for a downtown hotel on the main drag with an attractiion included. There was information out there that the hotel was being overhauled although we did not pay much attention to that. They are currently under major construction. They will be a little late of their projections in the finish date. I must say that the staff tried very hard to make our stay comfortable under very difficult circumstances. The room was complete and was good. It had a very nice bathroom. The main lobbie and all hotel amenities are totally unfinished drywall with no food, drink, or rest room opportunities. The construction guys did their best to limit activity and noise to after 9:00am. I think this will be a good one once they are done. As of the end of May, they have a way yet to go.
",0
"What I hoped would be a pleasant stay turned into a nightmare. The first sign of trouble at the Affinia was that they couldn't find my reservation. Add to that the room service delivered cold food after a long wait and the mini bar was not well stocked. The internet service was so slow it was unusable. To top it off the street noise seemed to penetrate the thin walls with ease making getting a good night sleep nearly impossible. Finally, I discovered the valet parking, which was a $49 premium service, dented my fender and scratched the door paint on my car. I highly recommend going elsewhere when you visit Chicago.
",1
"This hotel does not live up to the reviews. The room was larger than I expected. However, the decor was a bit dated. The bedding was ripped, carpet was stained, and the shower door was broken. There was a long wait to the elevators, and if you're on floors 2-6 you need to take a second elevator to get to the roof bar and gym. The main issue I had was the attitude I received from the staff. There was literally only ONE nice person at the front desk. There are no ice machines in this building, so you have to request it from the front desk. One day I requested it by going down to the desk and asking in person. 20 minutes later I made a follow up call because I did not receive my ice. I was nastily told that ice takes 10 minutes and I should just wait. I finally got the ice 10 minutes later. Two days later I requested ice again. Waited 30 minutes and just gave up. While I was leaving, I mentioned this to the woman at the front desk and she just said ""I didn't get a call for ice."" Well I obviously wasn't making it up, lady! I called and spoke with someone. She didn't even apologize or offer me anything. Overall, I would not recommend this hotel. There are so many hotels in the Chicago area. Choose a different one.
",0
"The Ambassador East Hotel is a terrible place to stay. All of the rooms are old and dirty as though they haven't been cleaned or remodeled for years. The hotel staff is not friendly or accomodating. Do not waste your money in this crappy old hotel full of rude employees.
",1
"I've used Priceline for every trip I've made back to Chicago and I've been fortunate to have stayed in some excellent hotels downtown. This was my first and last stay at the Ambassador East. Its conveniently located near the Clark/Division stop on the El's red line. That is the best part of our experience. When we checked in we were charged additional for upgrading from a king bed to two queens. I've never had that issue at any other hotel I've stayed at. The room's decor was outdated and the TV was tiny. The hotel charges for usage of Internet. You could hear people in the hallway and when you're in the hallway you could easily hear people in the rooms. We weren't in Chicago to stay in the hotel however, for people that might want a romantic weekend this definitely isn't the place. ...read more
",0
"The Ambassador East is a particularly crappy property, given the numerous quality hotels in and around the Gold Coast. Unfortunately, I saw an amazing rate and decided to book -- this experience will be a reminder that you get what you pay for. While the lobby was gorgeous (and appears to match the photos on the website) the room I was assigned was run down, and looked nothing like the photos posted on the website. It looked like someone had put a quick coat of paint on the walls, but the furniture was old and the fixtures in the bathroom were rusty. The room also smelled of must or mildew. While the room did have air-conditioning as advertised, it was an in-window unit that sounded like it was on its last leg. I was only here for a single night, but had I been here for anywhere longer I would have requested a refund. Please, if you're staying in this part of town, do yourself a favor and book at any one of the numerous other properties around here. The Hampton Inn and Hilton Garden Inn are both nearby, clean, and often have special-offers -- these aren't the only properties in the area, but both of these will save you a potentially unpleasant stay.
",1
"The Ambassador East was a average hotel at best, and mediocre at worst. The bright spot is a very helpful and friendly staff. The doormen and the concierge were especially helpful and willing to do what they could for you. The room was lackluster, however. The bathroom was in especially bad shape. It was dirty when we arrived, with hair in the sink and shower. The shower was in really bad shape. The shower head adjustment did not work properly and water pressure was very low. The water temperature did not get warm during the first morning of our visit. The decor throughout the hotel (lobby, hallways and rooms) was very out-of-date and old-fashioned. I would have liked there to have been a vending machine in the hotel as well. The business center with free Internet access was a nice feature that was easy to use. The hotel's location was okay though it was a bit of a hike to the most popular tourist destinations. I would not stay at this hotel again based on its current conditions, but if it underwent some renovations to update the rooms and the bathrooms, I might be inclined to stay there again. ...read more
",0
