Review,Fake
"The Hotel Allegro located in the Chicago Loop, provided my wife and I with one of the worst hotel experiences in recent memory. We ordered the weekend Liquid Therapy package 48 hours prior as noted on their website, but to our surprise when we arrived, our names were nowhere to be found in their system! No room, no accommodations at the restaurant, nothing had been prepared for us and apparently another couple had already reserved the last available slot. A weekend away turned into the weekend from hell when we were asked to take a smaller room than I originally booked, and never did they offer us a replacement dining option! I have a receipt and credit card statement that shows our reservations being made on time. We will never be staying here again.
",1
"Me and my husband stayed in the Allegro Hotel Chicago for 4 days 3 nights recently. We got a room with a king size bed.. Although the room is small, we got no problems with that as there was enough space for our luggages & all. However, we felt that the bed is not exactly comfortable, the bed sheets kinda feel rough to us. The walls are really thin and we could hear our neighbours talking and occasionally the flushing sound. 1 of the days, our room was not cleaned till afternoon and so we went to check with the front desk and was told that we got to request for our room to be cleaned which was a shock to us as we thought that like all hotels, rooms are cleaned except when you put on the no disturb sign. The worst is upon returning to the hotel at night, we found a bag of our garbage in the room and it was right next to our luggage. The housekeeping people must have forgotten to take it out after cleaning our bins. This is unacceptable to us. The hotel is in the theatre district and it is rather quiet at night. Although it is near the CTA trains, i would rec one to stay somewhere close to the magnificent mile where its lively at night or hotels near the chicago river so that you can get a great view. Am staying again at a Kimpton hotel in San Fran next month and i am contemplating if i should change! Overall, not a good experience and i wouldnt choose this hotel again if i were to head to Chicago again!
",0
"My daughter wanted to spend the weekend in Chicago for her 21st birthday recently, and I wanted to find the best hotel for her experience. I looked at the hotel website and really like Hotel Allegro's insistence in supplying organic fare and in-room spa services, so I booked us for a Friday and Saturday night. Upon arriving, the demeanor of the hotel staff was rude and distant. Not enough to warrant a verbal complaint, but enough to make my daughter and I feel uneasy. After check-in, which took at least 20 minutes due to severe under-staffing, we headed to our room trying to be optimistic. Our room was much smaller than the photos on the hotel site suggested, the sink faucet in the bathroom was leaky enough to make a constantly irritating sound, and we only had a stock of 2 towels, which were never replaced during our stay. We made sure to spend as much time exploring the city as possible just to avoid going back to the hotel. It was a huge disappointment, for me as the customer and for my daughter as the birthday girl. I highly discourage anyone from staying at this hotel. There are much better choices in the Chicago area.
",1
"We were at the Hotel Allegro for an Industry Analyst event. I could not have expected worse. At first glance, you figured it couldn't be too bad as a Kimpton. The unfortunate issue - service and the people were excellent. However, the rooms just sucked. Imagine your normal hotel room and 1/3 that size. Cramp in a king size bed and add a bathroom that's also 1/3 the size. The building has that old hotel smell where things are musky but covered up with some paint smell. The bathroom has showers with modern fixtures but remind you of that nyc studio you rented with 5 other people out of college. The paints peeling on the base boards, the carpet is new, but something is wrong. I would stay at the Marriott, Renaissance, Westin, or any where else.
",0
"I arrived at the hotel 15 minutes prior to check in time as they recommend. When I get there I noticed that there is a couple and two other people waiting in line to check in. Ten minutes later after standing there with my suitcase, the woman at the front desk informs us that their computers are down due to a recent update to the software. She told us to wait until the computers booted back up. I asked if I could drop my suitcase off at the room and she said no because they need to electronically activate the cards and with the computers down they couldn't activate the cards. Finally another 20 minutes later the computers were up and I finally got my room. Wheres the ""luxury"" in waiting 35 minutes for a room? They also need to change the name of the hotel because their service did not leave me ""allegro.""
",1
"This place had character I'll give it that. But it wasn't really my style. Arrived late in the evening. The first room they gave me the TV didn't work. Maintenance took a look at it, and couldn't figure it out. Told me I'd have to wait until the morning for the electrician. He then passed some gas and left. Real professional. I phoned the front desk on account of the tv, and was able to get another room The second room was much like the first. Horrible striped wall paper, dingy, and old worn carpet. Bathroom was incredibly small. Hard to use the toliet without banging into the door, or the sink. Very cramped. The beds weren't very comfortable either. Room temp hard to regulate and the AC somewhat noisy. Location seem very convenient. I was there for a training session about 8 blocks away. But all of the theatres seemed to be near by, if thats what you were there for this place may be tolerable for a night or two. And don't make a long distance phone call from your room without a calling card. It was about $2/minute. I knew it would be expensive but wasn't expecting that type of rate.
",0
"I have been stayed in Allegro for two days. There are not other big prolems but one thing I'm not satisfied with is the light. It is dark in the room. Also in the bathroom, the light is not good. I have to open curtains. I have complained about this to their reception. They said they will fix it, but I did not get any response. I am very disappointed and I will never come back again.
",1
"where do I start. The GM was a nice guy for handling the incident I had. Anthony -the Concierge - set me up with a massage when the reservation at the spa i requested was unavailable. Anthony said he knew this spa and it was nice. He set me up and quoted me a price of $125, When i got to the spa (which was actually a seedy nail and hair salon) i saw on the front window that a massage for an hour was $100 with 20% off. At the end of the massage I gave the lady $100 and said thanks you can keep the change, She insisted that I got ""A Hotel Rate"" because Anthony set me up. She called Anthony and confirmed the rate then told me she had to go and pay Anthony the difference - $45. She then offered me a ride to the hotel since she was going there which I declined. In short - shady dealings with this place. I was quite taken back. The GM Selman comp'd me a night but , I felt swindled big time. Stay somewhere else. The concierge has something going on...
",0
"Upon my arrival at the Hotel Allegro in Chicago I had to wait to be helped by a bellman for 10 minutes while I waited outside in the towncar. The bellman that ended up assisting me dropped two of my suitcases as he pushed his cart through the lobby. The front desk service rep was busy on the phone when I approched and raised a finger to me to hold on while she finished her call. Once I recieved my key and entered my room I realized that I had been checked into a dirty room. I called the front desk and asked for a new room and the same desk rep. that I had previously checked in with told me that there wern't anymore available rooms. She told me that I needed to come back down to the lobby. As I approched the desk I heard her yelling at a housekeeper. She then told me that it would be a 15 minute wait and my room would be ready. I didn't have the energy to complain at that point having traveled on a plane for the past 4 hours so I just sat in the lobby waiting for my room to be cleaned. While I was waiting I watched another person being checked in and they were not only given a room without a reservation but they were upgraded to a suite at no extra charge - why was I not given that suite after what I just went through? 35 minutes later the desk rep came over to me and let me know that my room was ready. I went back up to the same room that I had previously entered. It was clean but there was no toliet paper and no towels. I called back down to the desk rep and she said house keeping would be on thier way with the items. If my stay wasn't already horrible enough after I changed and went down to the 312 retaurant connected to the hotel I ended up having to wait 30 minutes after the reservation I had made to be seated. The meal was ok but nothing like I had expected it to be when I read about it online. I can honestly say I will never be returning to this hotel nor this restaurant.
",1
"The room wasvery tiny and was very warm. They give you the illusion that you control the temperature but they do. The bathroom is small. The tub is plastic retro fit as stated in another review, and does crackle under your feet. I, personally, did find the water pressure to be fine and the bath ammenities to be of good quality. The public areas are nice and are good to hang out in. This is basically an old hotel that has been updated. The comment about the closet is true, it is actually indescriable. You can hear everything occuring in the other rooms. The location is convienent but so are many other hotels. If you do stay, fly into Midway, take the Orange Line, you cannot go wrong.
",0
"Your website wowed me enough to book online although I had never used your hotel. I had high expectations when visiting your hotel with my family on our recent trip to Chicago and I was VERY disappointed. The first problem was that there was not enough staff at the desk. We had to wait a long time to get checked in. When we finally got to the room the beds were unmade and cleaning supplies were in the bathroom. The maid hadn't finished the room and she'd left her stuff behind! Of course we called the desk right away and got a new room but it was a huge hassle. The next problem was the dog of the person across the hall and down one. We knew this was a pet friendly hotel but we envisioned well controlled, non barking pets. This animal barked repeatedly when my kids were trying to go to sleep. I called the desk twice and eventually the barking stopped. I think the dog just gave up because it didn't sound like the desk staff knew what to do. The crowning disaster, at least for my kids and husband, was that the remote control for the tv was dead. We managed to get that taken care of but it was just the icing on the cake. Your hotel looks great but actually being there is not great. I cannot recommend it to anyone.
",1
"I'm a frequent business traveler and often in Chicago on trips. At times, it's very difficult to even find a hotel in downtown Chicago, and this was one of those times. I recently had to pay almost $400 for one night at the Allegro. It was absolutely not worth it. The hotel was filled to capacity with conventioneers, so check-in and check-out were very slow. There were very few elevators, which were worked beyond capacity with all the guests. The morning I checked out, our elevator stopped at every single floor from the 16th floor down to the lobby, but the elevator was almost completely full when I got on at the 18th floor, so I can only imagine how long it must have taken other guests to get downstairs. The room was extremely small and cramped, even though it had obviously been renovated recently. The TV, bed, and decor were all new and were the high points of the hotel. Still, the rate was way overpriced for such a small room. The best thing about the Allegro was the room service, which was prompt. The food was good, and the prices were very reasonable for room service. From now on, if my regular hotels are booked, I'll just take a cab farther out from the city because it just isn't worth it.
",0
"My wife and I recently stayed at the Allegro hotel in Chicago and were extremely disappointed. It claims to be a luxury hotel, but the air conditioning in our unit wasn't working and the ice maker in refridgerator was unbearably slow. We phoned in these issues to the front desk and the person on the other end assured us these problems would be taken care of. Noone ever showed up. Aside from that, there were so many kids running around we couldn't think straight. This is just my two cents, but I'd would tell anyone considering staying at the Allegro to pass and look at their other options.
",1
"As I sit here in my 14th floor room at the hotel Allegro, I listen to the conversation between husband and wife in the room on my left. She seems to have a cough today. In the room on my right, someone seems to use the restroom quite a bit. I hear the water running and the toilet flushing. I also hear footsteps in the room upstairs. Even roadside motels have better insulation between the rooms. I've stayed in about a dozen Kimpton hotels and this is by far the worst. The room is dirty - the carpet covered in spots and stains, the curtains with a large brown stain (I don't want to guess what it is), paint peeling, rips in the wallpaper. The decor is a bit garish, with Pepto-Bismol covered walls, green and yellow pillows and the filthy brown and white carpet. The size of the room is fine and the bed comfortable, but I'm so glad I had earplugs to avoid listening to others' toilets flushing all night. The location is good for downtown theaters or business. Only three elevators serve this 17+ storey building and they run very slowly. Chicago has many nice hotel options -- many I've enjoyed quite a bit. Unfortunately this is not one of them, and even more unfortunate for me: I'm stuck here for two more nights. I was looking forward to staying here because most Kimptons are hip, comfortable and attractive. This is not.
",0
"My husband and I stayed at the Hotel Allegro in Chicago this past summer. Needless to say we will not be returning! The Hotel is very overpriced for what you get. Upon arriving to the hotel the staff was very unfriendly and could not help with questions we had. The bed was very uncomfortable and the ""fully-stocked honor bar"" was stocked with only a few choices. The shower did not even work!We booked the King Suite with Jacuzzi but ended up only getting a king room with no jacuzzi. I would not recommend this place!
",1
"I am usually a big fan of Kimpton Hotels, but this place is awful !!! I would rate it poor from the moment we arrived to the moment we left. It is an old, dark and damp hotel that they slapped a coat of paint on to make it look more ""botique"" . The carpets are dirty, and tattered; patrons are walking around the lobby in their barefeet. yuck!!! The bathrooms are tiny, and the floors look like they have a layer of flith on them. When we called down to the desk to ask for them to be cleaned, we were brushed off and told they were made to look that way. We woke up on the first morning to find multiple wads of gum on the lobby table. We told the front desk, called housekeeping, and then called the front desk again..finally after several hours someone came and cleaned the gum. The elevators are slow, and often only one is working at any given time. I did not find the staff to be friendly at all, except for one waiter @ breakfast. What a disappointment :(
",0
"I was very unsatisfied with my stay at the Allegro. The front desk clerk seemed very put out when we walked up to her window. After giving her our confirmation number she let us know that our rooms were not ready yet. This came as a surprise to me since we arrived late in the day and check in had already began. After waiting an hour to check in we were not able to get the room features that we had requested. We were informed that they were ""only requests"" and not a guarantee. Room service was also very slow and appeared to be understaffed. When we finally got someone to answer the phone they were out of most everything we wanted. The food took an eternity to reach the room and the order wasn't exactly right either. This is not the kind of service I expected from an upscale hotel.
",1
"We stayed two nights. We were registered by a very unfriendly desk attendant. He was very cold. Our room was very, very small and the closet did not even hold the few clothes we packed for two days. The room was stylishly decorated but lacked the nice small touches such as an extra pillow in the closet. We were attracted to this hotel because a bar was on the ground level - however when we went to have a drink, the door to the bar was locked. We called to inquire why the sign said was open when it really wasn't and were told they were short staffed, 'sorry'. WHAT?? are you running here? You are a hotel in the country's third largest city and your amenities are open at whim? This was our first and last visit to a Kimpton hotel.
",0
"My wife and I were very much looking forward to our stay at the Hotel Allegro in Chicago. We had been looking forward to a romantic getaway. I have to say Hotel Allegro was a disappointment for both of us. This is a pet friendly hotel - we knew that going in. But we were shocked by the fact that we found pet hair around the room we were given. In the carpet and even an amount on the bed cover. Very shocking for the price we were paying. When we called the front desk it took over an hour for someone from housekeeping to stop by. Past this - the room itself - it has flair I guess, but I can't imagine it is the right flair for many. The colorings used a bright blue on the bed and a muted yellow, designy wallpaper. Neither myself or my wife found it relaxing at all. I can't imagine many would. It really was off-putting. Overall, the experience was a check minus in my book. Will not be looking to return any time soon.
",1
"A disappointment to say the least. I have heard rave after rave about Hotel Allegro and was super excited when our brother-in-law gave us an American Express gift card that we decided to use for a night out! I called Hotel Allegro and made the reservation for a Saturday night. The person who took the reservation was very sweet and assured me that there would be no problem using the gift card, since they do indeed take American Express. I couldn't wait to get there! We arrive at Hotel Allegro at about 3:00 on Saturday afternoon. Me, the tourist, I am already taking pics of the sign out front and trying to get a sneek peak of the ballroom set up for a wedding. We get in the line to check in. I give them the gift card and my check card. They tell me that neither one will work because they are charging the cards for not only the room rate, but for incidentals as well. We give them a credit card instead. While in line checking in, we hear complaint after complaint from other guests and I start to wonder what our experience is going to be like. The guy at the front desk is on the radio with the bell-man. Someone's luggage has been lost. He desk clerk snaps at the bell-man for the entire line to see. Not impressed. We get to our little shoebox of a room that I was so disappointed to see. The rooms on the website looked glorious! My bedroom at home is nicer than this tiny room. The sink is too small - water splashes everywhere even as evident by the water all over the floor when we got into our room. Yuck. We stay the night and go to check out in the morning. Again, I give them the American Express gift card. The clerk says ""their system usually doesn't take them"". I tell him that I called to confirm that their system would take it on Friday. He swipes the card and bam! it works! What do you know?? He was so rude. I will not stay at Hotel Allegro again, nor would I recommend it to anyone. Such a disappointment!
",0
"My wife and I were guests at the Hotel Allego in Chicago for a long weekend getaway (September 2 - 5, 2011). We had checked out the hotel's website long before booking and were quite excited about our trip. Once we arrived, the hotel staff informed us that the room we requested was unavailable and brought us to a different room that smelled quite moldy. When I asked to be moved to another room (my wife has asthma) we were politely told that we were unable to be switched at that time. The room was not particularly well-cleaned: we found previous guests hair in the bathroom sink and on the floor, and a film of dust across the television set. We are not the type to complain, so we went out to explore the city and assumed that would be the worst of it. At nighttime when we tried to sleep, we discovered the bed sagged terribly in the middle and the walls were so thin, every nearby conversation could be heard perfectly. We were tossing and turning half the night. In the morning we hoped a quick workout might help energize us for the day, but we discovered that the wellness and fitness center described on the website was really not at all what we anticipated: a few treadmills and a dilapidated weight rack. The concierge was almost never around in the lobby (her sign always said ""Be right back!"") and when we did ask her questions, she was actually somewhat cold and rude towards us. The second night was without incident, luckily, except for the terrible bed, but the third night we were woken up three times by hotel staff trying to enter the room to clean despite our ""Do Not Disturb"" sign. I would not recommend this hotel.
",1
"Check ins went smoothly. But be advised.... Walls are super thin, the building is old and the rooms are very very very small. The downside of them allowing pets was that we could hear the poor dog barking in the morning probably because it needed to go out. For the price it wasn't bad. It was walking distance to most major attractions. Overall ... it's ok at best. Another plus is the CTA is close by.
",0
"This hotel is dizzying with all of the bold colors and patterns everywhere. It smells because pets are allowed. This hotel is also extremely dirty because of the pets allowed. There was mold in our room and bathroom, pet hair everywhere! Kids love pools. How can they claim to be kid friendly without one? My kid was bored. The food was basically the same every day, no variation in the menu. Pictures on their website of the rooms must be reserved for their ""travel club"" because our room didn't even remotely resemble the pictures. They did the old bait and switch. We reserved a ""family room"". When we opened the door of our room, we realized that it wasn't what the website pictured or had what the website described. We kept our mouths shut for fear of retaliation by the hotel workers. Definitely do not recommend this hotel!!!
",1
"So...the location to the Clark/Lake train stop is great...and that is the only thing that is great with the hotel. The wall are very thin...so much you can hear giggling and early morning housekeeping conversations in the hallway. There is no coffee maker in the room, however; free coffee is available in the lobby...becuase everyone wants to go to the lobby first thing in the morning??? Finally, the ""business center"" is a pay for use set-up...no courtesty internet usage or printing. Lastly...they bathroom is micro-tiny and lacks in counterspace and comfort.
",0
"While the hotel looked absolutely lovely from the outside, my experience went downhill once I walked in. The lighting is very poor, which creates such a dark and gloomy atmosphere. The mood was accompanied by less-than-friendly staff members who made our check-in seem like nothing more than a huge hassle. I would not recommend this hotel to anyone looking for a quiet night or a nice stay. I definitely would not stay here again.
",1
"As a frequent traveler to Chicago, I generally stay at the Sutton Court, but thought I would try a different boutique hotel. I will never stay at this hotel again. The first room they brought me to -- their standard room -- was a glorified closet, leaving me absolutely claustrophobic! Actually the smallest hotel room I've been in in the U.S! I complained to the front desk, who then moved me to a ""premium"" room -- still quite small, but manageably so. The bathroom was tiny, without a vanity, making it difficult to put your toiletries in the room. The location leaves much to be desired, as my room looked out directly onto the El (elevated subway - background noise), and the street was pretty deserted on a Sunday evening. I will say that the free wi-fi was great. If you can find a chain or other hotel closer to Michigan Avene, I'd highly recommend you take that. If you want a nice room in a great location, check out Sutton Place hotel instead.
",0
"Since this was our first visit to the ""windy city,"" we wanted to stay somewhere that was central and unique. We read many great reviews regarding the Kimpton brand so we gave it a go. The ""go"" ended up being a ""no go."" We were sorely disappointed. When we arrived the ladies at the front desk were very nice. We have two kids with us, so we needed a crib for our 6 month baby. We were told ""no problem."" Unfortunately, it took them about 1 or 2 hours to get us the crib and we were in a lurch as to what to do next. Then, we noticed a bug (or bugs) near the fridge area. Yikes! We called downstairs to complain and to be switched to a different room (or floor!). Our request was met about 30 minutes later. By this time, we were so tired from the flight and the first impressions, we almost wanted to throw the towel in. Customer service was so lacking! We wanted to get settled and go grab a bit in the city, but had to wait around for our new room and the crib. This is not what we expected at all for this HIGH price! Will have to think hard before we book with a Kimpton hotel again.
",1
"I usually stay at the Hotel Monaco but stayed at the Allegro because most the Monaco was booked. While the Allegro is similar to the Monaco in it's decor (less traditional and more funky interior) it is not nearly as nice. The linens are not as high quality as the Monaco and the rooms are not decorated as nice. The rooms are also smaller. The main reason I would not recommend the hotel though, is the bathroom. It has an old tiled floor, with an old sink, and old toilet. It reminds me of something you would find in a men's locker room. Although the Allegro has installed a nice mirror, it does not make up for the limited counter space and dingy apperance. Also, the layout of the bathroom is terrible. The toilet is so close to the wall that the toilet paper sits in your lap as you sit on the toilet. Also, the room is not very clean as well. The floor in my room was dirty and I found crumbs in the drawers. I would recommend staying at the Monaco, Hard Rock, or Soffitel for a hotel that is a little less traditional but still nice.
",0
"This hotel was not at all what I expected it would be. The website and it's pictures portray the hotel in a much better condition than it is actually in. The amenities were not what I was looking for, and the price of the hotel was not a good value for what was offered there. My AAA membership did not get me a very good discount like it does at most hotels. The staff was not very friendly or helpful when I had questions about the area, and they were not very prompt when responding to requests. I understand that there were a lot of guests staying there while I was there, but they need to have more staff on hand if they cannot provide their hotel guests with quality service. I don't think I will be staying at this hotel again anytime soon.
",1
"We recently stayed at the hotel allegro in chicago illinois, while the hotel was nice please take my advice and do not stay here. I payed cash for the room and handed over my credit card for incedentals ($50.00) the next day my debit card was charged $200 clearly this had to be a mistake...i called the hotel manager who was the rudest person i have ever spoken with about the charge and was told that it was my fault i paid cash and that i could give him my bank account, routing, SS # and authorization code and he could call my bank and take care of it. Clearly i am smart enough not to give this information to anyone yet alone someone who had already taken more then should have been charged. I then called corporate to complain and let them know about the situation the only thing corporate could tell me is that they had already credited my account and that they were sorry and it was clearly my mistake. I then questioned them about the manager asking for all my information if they had already credited my account and they told me they didnt have an answer for me. So for your bank accounts sake do not stay here they are many other options in chicago
",0
"My recent stay at the Amalfi Hotel in Chicago couldn't have gone worse. Apart from the price of staying there and the slow response time of hotel staff I was totally let down by the food that could be found there. There are many attractions in the area and indeed leaving the hotel is the best part of the experience.
",1
"We were checked into a room with empty beer bottles,dirty shorts in the closet and an unclean bathroom. There was no manager available for an hour to take any complaints. The front desk lady said the manager was on a LUNCH break at 7 PM!!!!!!! We missed our show at Navy Pier because of the extra time it took in moving into another room etc. Finally when I got to talk to the manager and complained about beer bottles she offered to send me wine and cheese to make up for the inconvenience!!! This was totally inappropiate since I had children including a teenager with me. She gave me a $30 compensation for ruining our family holiday!!!! Staff was somewhat reluctant to take request of extra blankets at night. They kept telling me to look into the closet for extra blankets. I asked for two blanket, but they delivered one. I had to keep calling to get settled for the night. I saw a filled out comment form from the prior guest in our room on the study desk, who had taken the trouble of filling it out, but no one collected it or cared for it. Noisy rooms. Can hear the doors open and close all night. The breakfast items kept running out and had to make calls to get them replenished. I will not recommend this hotel to any one even at discounted rates!!
",0
"The Amalfi Hotel Chicago portrayed itself to be a luxurious comfortable place to stay. When arriving at the hotel my party and I had over a 20 minute wait just to check in. We were treated like cattle once we were able to check in at their ""private"" counter that their website highlights. It felt as though I was sitting with a bank teller rather than checking in. Not only did the wait and process take seemingly forever, but our reservations were completely wrong. I ended up having to settle for a double non-smoking room when I had reserved a smoking king room. Not having the room I requested and was assured was available is completely unacceptable for the high prices of this supposedly high end luxurious hotel. I was not compensated for having to switch rooms and Audrey our Experience Designer was no help at all even when we called down upon entering the room which smelled of urine and stale booze. I recommend saving a handful of money and checking into a chain hotel in the area. The Amalfi Hotel Chicago is a waste of time and money as far as I am concerned especially when I could stay at a cheaper chain hotel and get better treatment and comfort. Don't waist your time staying here.
",1
"We booked the Amalfi looking for a great boutique hotel in Chicago. The hotel is a nice property with clean rooms and nice amenities in a good location. However, when i booked the hotel I was offered an upgraded room from a king room to a corner king room for only $10 more. That was great until I checked in. The corner room looked at two brick walls and an alley. During the night there were several homeless individuals fighting in the alley. It would seem that this is a place for them to congregate. On top of this, the dumpsters in the alley were being emptied by the waste department between 5 and 6 am in the morning. The noise was crazy loud. I think this is a nice hotel with some unfortunate aspects due to its location. The staff is extremely friendly and very helpful.
",0
"I recently stayed at the Amalfi Hotel in Chicago. Although I visit this fun city quite often, I was somewhat disappointed with the service and noise in a hotel that is called ""luxury boutique"". To begin with, our ""Experience Designer"" was somewhat put-offish and cool. She did not really have a grasp of all the wonderful things to do in Chicago. Although she did look up some attractions, it seems like she may have recently arrived from LA. As far as the room, it was indeed luxury and had nice lighting and decoration. However, the noise from the adjoining room was unbelievable and kept us up all night. Most likely, the walls are very thin, and construction is not the greatest. Who wants to hear the neighbors, especially when they are honeymooners or whatever! So we probably will not stay there again. The location is great, the cocktails fine, the luxury is there, but other than that, it is the pits. Weary Traveler, San Francisco
",1
"We arrived and thought for $350 a night, it would be a decent place. Good reviews,etc... We arrived to find that the website pictures were misleading. The hotel lounge was a ""room"", it was really odd and very dark. The first night there I noticed that the blanket on the bed was nasty looking. Resembled something you'd find on a street. To top it all off we woke up after night #2 to find that bed bugs had attacked us. My husband and I were both bitten. I was bitten WAY more than my husband. My legs were covered with bites. I was on ointments and Benadryl for over a week. I immediately came home and scalded all our clothes. There was also mold around the tub both inside it and on the floor by it. The bathroom floor was also curling up by the tub. The view in room #607 is of a roof. Not good. The stay was VERY disappointing. The only good thing there is the free breakfast on every floor.
",0
